,Cov_0,Cov_1,Cov_2,Cov_3,Cov_4,Cov_5,Cov_6,Cov_7,Cov_8,Cov_35,Cov_36,Cov_37,Cov_38,Cov_39,Cov_40,Cov_41,Cov_42,Cov_43,Cov_44,Cov_48,Cov_49,Cov_50,Cov_51,Cov_52,Cov_53,Cov_54,Cov_55,Cov_56,Cov_57,Cov_58,Cov_59,Cov_60,Cov_61,Cov_62,Cov_65,Cov_66,Cov_67,Cov_68,Cov_69,Cov_70,Cov_71,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_65,C_66,C_67,C_68,C_69,C_70,C_71,Mean,Std
0,48.1152240143369,18.2142292429614,15.685414197644,13.0719777003125,10.3971404956552,13.5994214164329,11.8400343987654,25.8730511784689,13.1910266451516,0.404881217591029,0.53552926763106,1.59592593015523,1.26559239725325,2.61575110294379,3.90374641902368,3.77343097801262,4.44070092952677,5.85014459741013,5.94756386533695,2.6603739266835,1.33532244457023,-0.0631957497121297,-0.821348864596937,-1.6559702830297,-1.61179312828705,2.24214571952477,1.2321801612088,0.935175730208855,0.687096979585608,0.494244622440894,-0.0257695371234491,-0.431816817327218,-0.76783862407404,-2.67451384454581,-3.62546227897776,-3.01804533662602,-5.38116369242051,3.04060593789643,-2.01774750439498,-7.05990089011573,-9.39293699417835,0.27747077582942103,-0.1108584748589679,0.021099898367652872,0.05067238359532349,0.07719850667612353,-0.2758807026228092,-0.06681532947381627,-0.015275971366550479,0.03154182833851998,0.09235341404184319,0.021138236540339674,-0.032550065133846125,0.1401944643626136,0.03671169792359306,-0.05750747550965455,-0.14888013151427643,-0.11662501384446602,-0.06655575173514035,0.03894341060189808,0.028283748038621485,0.022937572438377633,-0.038624255127613194,-0.009638795584586574,0.017075715863652842,0.015537246717854695,-0.2584585991004362,-0.003121840813905163,0.07758715174932489,0.04493236241507517,0.03639313515080132,-0.026854747430671722,-0.06901738115200755,0.02367131536544012,0.012591186910173118,0.07389192981712553,-0.05397463835530328,0.04779356104856883,0.01674791812866087,-0.022853608913172244,0.003403919228814386,0.04307001363617312,-0.6860215053763443,6.9357929621880245
1,18.2142292429614,132.917609767025,101.576340648805,65.3123380581206,29.0202263164164,-0.908811774095682,1.16072071002219,9.36827519034431,5.91383802706101,2.33283296700172,1.13225555403537,0.877157143759612,-0.138266719361594,-0.843927939347783,-1.59619694686314,-1.34168513312484,0.309776923874685,3.71022597116337,7.08314783062965,6.35887411992334,4.14458855167667,1.90648755667527,1.70685702860093,1.44276357660348,2.60257367774138,-10.6611220555933,-5.49851800997065,-2.58973801210303,0.0620594700469755,2.68205703053825,5.13922151170264,7.588308953971,10.2424115694156,2.10458533993288,-4.76489852166768,-3.80369573389397,-2.81725437517096,-8.79864471484842,-5.99983521755072,-3.11543250298126,-4.5065898213858,-0.11102898862924357,0.8012174302860648,-0.6646698341135655,-0.3266340991468082,-0.052093282311447844,0.569417199391819,0.0495420812884959,-0.0570674560154182,-0.06789782579478927,-0.09866040146686898,-0.039270182953382166,-0.20269482794120755,0.13091135384670277,0.05036083562298718,-0.0016529761107183041,0.2888459075120233,0.0650593853197675,-0.23302516541381757,0.011248623538477703,0.05352493363959251,0.016247973776588858,0.009068483059468583,0.014598831073225365,0.05068056105372035,-0.09102166509737183,0.21781138605608522,-0.05562889847845078,-0.010519293873207828,-0.0018328113957725258,0.0010377055048029862,-0.01972205653552607,-0.02937864416112509,-0.07942238903783773,-0.012674405043462792,-0.08910529383535658,0.010050580438349442,-0.009612252712643947,0.008847968185021947,-0.02261812454455968,0.0021067335113453363,0.04748238589985329,0.33521505376344096,11.528556274183904
2,15.685414197644,101.576340648805,82.7619201716529,55.3188353088877,27.8737070384068,4.49204892203702,4.63347478552959,6.05432324366525,3.67489589613008,1.10754417364174,0.179812850328751,0.227959796195176,0.758375650609504,0.799191055593718,0.838763809906838,-0.412487266107316,-0.383740917875459,3.22713930564857,9.00666772379699,8.7816032135197,6.00263876525564,3.07389915326276,2.33646353397611,1.54921636175191,2.62813217146304,-6.68906262931961,-2.25466943966261,-0.242873320472036,1.44411918074349,2.97529052052684,4.27744322512301,5.62116228729595,7.05270780876403,0.446349315355562,-4.90609733248794,0.267897480890758,3.05744190108618,4.17861250431197,6.3288598125779,8.80254940982828,9.91514823867186,0.022415442856070285,-0.6642387844377907,1.8849934621969406,-1.8071490689760634,0.63598498449247,-0.23184687377424174,0.020539477940015538,0.05361141338906118,0.07606575720415382,0.10121543793122081,0.05614883640428651,0.284699308921351,-0.19998357289542254,-0.048182800668281574,0.09915618437442796,-0.24677790825191948,-0.15916273474489484,0.18635975481259867,-0.03574643810864886,0.01596852984201821,-0.004440703540804639,-0.017256632941729355,-0.01870724935900257,-0.049954525501661184,0.11275535873241635,-0.04119211495602588,0.14474560316800877,-0.05193050170832046,-0.03730643391453287,-0.014419183996895546,0.024399812788066095,0.1004657038033574,-0.01641795446159561,0.029491236790053634,0.14261844897588963,0.01886029755170621,-0.004557712388448854,0.0037320884278815606,0.0020897298408753717,0.044791436003016584,-0.10114407527102251,-1.5200460829493085,9.096808240897074
3,13.0719777003125,65.3123380581206,55.3188353088877,40.3526849535513,25.2876750478095,9.35022251069921,8.48217440672811,13.7696979086926,7.71882474525697,1.41162115849813,0.847895369609006,1.20752804746735,1.68985544158452,1.98090436898488,2.2925373262725,0.4898904070532,-0.220538407413151,4.97282395825494,12.5318170380557,11.8556853781988,8.8460500221655,5.60115325928944,3.63738243885882,1.63724433874541,1.98388769809626,-3.29347325379548,0.408527855642254,1.33994986596568,1.99962901527305,2.48451781462971,2.68458352159677,3.00806431985492,3.24863008709112,0.0830153697022775,-1.89212592161943,3.22366364533063,5.4247800207018,12.9998372101013,11.9827011362888,11.4732822516724,12.6263014221606,0.050995127823405845,-0.3249083598079482,-1.8119776139460007,4.280046350246998,-1.7451506775702306,-0.4112329616612975,-0.054994514349557495,0.03194559139484195,0.008300563985240372,-0.006468646723781143,0.027904233236989578,0.021277806269577176,-0.0823399278970564,-0.040536523089335204,-0.03499680851818253,-0.035654308243582365,0.03705952554649592,0.09361627648420445,-0.00863795401319875,-0.07076430841832403,-0.010916068522127854,0.01610325575468715,-0.008052561714823351,-0.04022523566189801,-0.04173417160384344,0.010617219295689206,-0.008857900484616895,-0.0029359659323546293,-0.01112430981170773,-0.023408280221743346,-0.0009388538510967069,-0.0011092285548110728,0.024706573830239494,0.013888907846525076,0.013026190335830617,-0.017835843561411078,0.0025039230479892106,-0.008305310782274776,0.012872484515545544,-0.005089745739609112,-0.02136253746206711,-3.532565284178187,6.351589167566751
4,10.3971404956552,29.0202263164164,27.8737070384068,25.2876750478095,22.6739456513788,14.1639452739169,12.2722101050292,21.4229133763089,11.6896132360189,1.63073535943976,1.40631196765819,2.05724936477482,2.4814147593978,3.03894782419101,3.64119357730897,1.31336636513594,-0.121413387657663,6.69225382922372,16.0841014687864,14.98714986841,11.7300127151363,8.15669627637133,4.95282995450669,1.72503344174433,1.33148294780633,0.0739461650287792,3.01788634314086,2.86240597963959,2.49824118567399,1.93805148406031,1.06317699785832,0.381241293731093,-0.569600021759224,-0.276391072608389,1.13264516932239,6.23589263430094,7.88643303421144,21.9589950440816,17.7507814786655,14.2222449948851,15.436296158826,0.07464553778241739,-0.048097491157035634,0.6295087190562947,-1.7468650812315396,1.9452082124162418,-0.6383586869108692,-0.13761586401183062,-0.008702860430449037,-0.05068584720200475,-0.11625747504988346,0.07609852843726649,-0.16136938141370916,0.03625531238295077,-0.04402056634959849,-0.17182248231079936,0.03135210810809056,0.24642510472808873,0.20189610035014327,-0.0007982696558976182,-0.21125674950581663,0.0022027271349582137,0.071727093518186,0.004257280669153848,-0.04739119845897679,-0.16194055511389316,0.08555253901663688,-0.16291955160501556,0.07938701735084021,0.0073570686412656955,-0.011377041753264277,-0.026713951845381684,-0.13074512498576024,0.14327129974972228,-0.016514488597143853,-0.11734076933211926,-0.060265976150098946,0.0251526459117218,-0.03365883451088496,0.06849326955969562,-0.08169874213504752,0.07491828801128653,-5.561213517665131,4.760666513354914
5,13.5994214164329,-0.908811774095682,4.49204892203702,9.35022251069921,14.1639452739169,15.5316382610392,13.4768366410845,23.82637910571,12.5129804606783,0.899728286359243,0.602244285299936,1.38630155748123,1.54678939087763,2.12175605573693,2.72753831017175,1.3571501875124,1.03548243878826,6.29684770229597,13.6008872137767,11.1604232375015,7.60311211307358,3.70228277139112,0.852022757065974,-2.03420868559553,-2.05102893357474,2.10563266458188,3.97946502045209,3.04052010184444,1.87766358764678,0.570616334803363,-0.964468376385841,-2.34655107667299,-3.89641847002775,-1.98656051316465,0.985282022072764,5.83777501808996,7.49444689298025,18.6762659834663,16.0124847495241,13.8350615908935,14.6275272066372,-0.27690789181219866,0.5715768781808443,-0.23076355271938345,-0.41229147996087273,-0.6347103895735564,2.4723383433680173,-1.0046001722411326,-0.05975021499754205,-0.04094353883693169,-0.04231926794316292,-0.17314539067116352,-0.008928827413791703,0.18276622697799408,0.036282087758149055,0.006747384657992867,0.10732241090607957,0.014590727191978065,-0.026874811995235965,-0.08058561308588164,0.0982423945382663,-0.01089397547073638,-0.0269700332852162,0.004726930101561875,0.003456490520449076,0.16255949415987717,0.005100708389309705,-0.028980109761945844,-0.15117523770828314,-0.02564495925941675,0.02273584513885889,0.08852638470439765,0.16695457421085702,-0.13579202039482868,0.12256299973979322,0.013059426318646365,-0.12082998169788815,-0.011980069581883315,-0.03772733031917254,-0.0032759442098077053,-0.03538642054299937,-0.0009701570781008376,-5.66774193548387,3.9397510404896376
6,11.8400343987654,1.16072071002219,4.63347478552959,8.48217440672811,12.2722101050292,13.4768366410845,12.6365201887206,24.0369163731203,12.8962177263799,1.50968907034371,1.14656502866248,2.17873606368495,2.03091532119695,2.19539132341241,2.36741777497455,1.47183616118917,1.44927334138924,5.00700879808302,10.016954610313,7.0947203718558,3.4938419721499,-0.48132027519194,-2.1869889779485,-3.92658054725371,-3.26476836393629,0.961177940274844,2.93951576609102,2.21589413780521,1.2611392488794,0.203138150709789,-1.14696101795873,-2.31178990108254,-3.54383218889714,-1.68159116622305,1.05774588080498,4.14364564114823,4.96474193369342,7.75678058107127,8.97990456733375,10.6811541159054,11.1405329339623,-0.06569968700920552,0.04710925464081939,0.02440195181647783,-0.05664879309467774,-0.13877914827732762,-1.0050208827894707,1.8021435229105622,-0.053668960104429356,-0.09924061017573825,-0.10235578074230318,-0.09050686601684434,-0.12036136240094789,-0.11767071881747068,0.004016796978251024,0.060841640766211014,0.1782335228827183,-0.022638687698819708,-0.14739336446177825,0.028989201107885127,-0.024773113307596004,-0.1211158888227857,0.24283649307796484,0.04868227973868549,-0.06822563551603299,0.10084847115564638,0.0792187120705244,-0.000912432250264548,-0.000808774622492494,-0.004511487738761683,-0.006449390748476909,0.008107148800628872,0.006001678202970395,-0.03452147972108134,-0.025670255487121568,-0.016312497833017144,0.03972898748869501,0.01905249796433488,-0.010644949686682337,0.029049993301723212,0.049135364719880927,-0.12928675081690624,-5.0242703533026125,3.55338151465905
7,25.8730511784689,9.36827519034431,6.05432324366525,13.7696979086926,21.4229133763089,23.82637910571,24.0369163731203,108.104238131812,55.7160603236204,3.26605909059891,3.7364544993916,5.66956263649261,4.4123772969982,3.11267899750696,1.83238510249929,2.93079781247397,4.96853071147542,7.37960288460243,10.2676798863319,9.86540374485584,9.7694365948938,9.34872619232112,3.79038477172219,-1.77966347006012,-6.62933596900483,-2.18212598567328,0.767638388695806,-0.933828612024267,-2.59430061386159,-4.28855872051293,-6.22283205519839,-8.00788703783344,-10.0038517586145,-3.65419060784418,3.77922434518232,2.93655645851474,1.85148069065956,-13.7788939877625,-5.175386028786,4.11862359834653,1.50360802229831,-0.01620825111068304,-0.05342150389807685,0.05205064766466633,0.022916561921629476,-0.010456845023490388,-0.06022012327821676,-0.056041060478625435,1.1481461579952668,-2.0453356482923923,0.8131132209358012,0.15948748154863676,0.025131488300844128,-0.053407470120347356,-0.007834925726488851,0.025108897714584657,-0.07465527986871055,-0.020052795331824066,0.0402053378552,0.03411966810106198,-0.00028864071503312635,-0.013202142805224807,-0.060261574662258864,-0.019247759784344086,0.0006544120074254886,0.05809011871296043,0.04305257556507121,0.012073091414228332,-0.0021832620581008844,0.0067828105394229,0.01534211048529326,-0.0014465841555344374,0.006091076364356963,0.0050263045242411025,-0.02076024452264153,-0.010579190666831438,-0.009733720638368835,-0.001467718150242313,-0.00029234933478250463,-0.003654642518235313,0.011341149627509706,-0.010636378475246474,-2.5662826420890936,10.396837891003775
8,13.1910266451516,5.91383802706101,3.67489589613008,7.71882474525697,11.6896132360189,12.5129804606783,12.8962177263799,55.7160603236204,29.7367636724941,3.64472480692184,3.59716360525088,4.17242910994268,3.20999725744123,2.14143908443041,1.07054724122151,1.74851525932054,3.09952318240211,4.77108965391666,6.4233928535312,5.73838043366174,5.58265014894683,5.27122598913696,2.31456395775641,-0.647566445004249,-3.0062030796745,-1.02280715001427,0.516557653433279,-0.49399019988582,-1.53325431797552,-2.57196676995567,-3.94531506053372,-5.12927981023973,-6.36442821785512,-2.99519741609668,1.11738486494394,0.296131867832671,-0.11199695784695,-21.4197160733675,-10.7200755578315,0.569266498734427,-1.3061127599191,0.037657860958112015,-0.07546553865972315,0.08878616776749666,0.009938638198075982,-0.04502628295514621,-0.039773849916213,-0.10455101282786969,-2.0482281339709068,4.230059746598568,-1.6317376634273806,-0.20445240718482952,0.042116505794770775,0.00031243351322621677,0.00578669501887294,0.01449946246656145,-0.03442504465511827,-0.05351444833476247,-0.05717474985443431,-0.024879555208586347,0.015981633472152427,0.05202559088696607,-0.000404297502808068,0.006772467649803096,0.03281798766651663,-0.05160333221355104,-0.04902664649796112,0.021744272665555925,0.020252791390756857,0.0045603265381708655,-0.008111873432020229,0.0023456154127122607,0.003530665641821415,0.04954049585072793,0.0012443482785852926,0.021446876731593782,0.02817418363705037,-0.012687567523684247,0.010548704988094368,0.0021172361267018697,-0.053648133487627585,0.05878662862547507,-2.5276497695852536,5.452225570580704
35,0.404881217591029,2.33283296700172,1.10754417364174,1.41162115849813,1.63073535943976,0.899728286359243,1.50968907034371,3.26605909059891,3.64472480692184,4.08550490088509,3.56627214640694,2.81888087677809,2.11915937177283,1.2534009499235,0.361476696450634,0.56789793469646,1.17535968120254,0.655259757536135,-0.372938392451065,-0.718010732967559,-0.311097918101119,0.115905054192037,0.365439258406749,0.617138853058125,0.669703328688776,0.0635630043047418,0.148998206166486,-0.152911103126378,-0.467767558829542,-0.748807579716123,-1.46491803089159,-1.94766264037654,-2.31210217285635,-2.07862258481639,-1.44816476163206,-2.39180166783465,-2.28928434126427,-29.0703684444484,-16.3851540221174,-3.17619422051417,-4.28594959698561,0.09226525688952213,-0.09766797931674293,0.10813922499701199,-0.003574400428528567,-0.11552831293567904,-0.0423009733575914,-0.09656859983766157,0.8018944939003131,-1.6323436518564594,2.3100835755524023,-1.045453947187053,0.21589840255473988,0.09096346278211527,0.0331543470032765,0.02565801705214736,-0.009457130749127492,-0.09759478980138596,-0.10940268365954478,0.02882414967549108,0.039270298319234176,0.08480894117396262,0.01738974636815506,0.01996283879571628,0.117283227585058,-0.2635918302708171,-0.30791283742041614,0.0034774409269885485,0.08487604436877087,-0.0014982640161032967,-0.062337953569598634,-0.007503645355674472,-0.02015261038824293,0.11499098218672935,-0.016714090171191423,0.0276088104040008,0.12183728386049214,-0.04258347285035771,0.019612233419646394,0.007399514003179975,-0.16827697447200324,0.16772628949740287,-2.535099846390169,2.018787978190153
