,Cov_0,Cov_1,Cov_2,Cov_3,Cov_4,Cov_5,Cov_6,Cov_7,Cov_8,Cov_9,Cov_10,Cov_11,Cov_12,Cov_13,Cov_14,Cov_15,Cov_35,Cov_36,Cov_37,Cov_41,Cov_42,Cov_43,Cov_44,Cov_45,Cov_46,Cov_47,Cov_48,Cov_49,Cov_50,Cov_51,Cov_52,Cov_53,Cov_54,Cov_55,Cov_56,Cov_57,Cov_58,Cov_59,Cov_60,Cov_63,Cov_64,Cov_65,Cov_66,Cov_67,Cov_68,Cov_69,Cov_70,Cov_71,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_35,C_36,C_37,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,Mean,Std
0,304.512918563954,312.282706111131,301.827271759737,275.215213777034,271.127292705253,197.526721524202,122.821211293878,107.65318458304,95.2029249061206,66.8532496460126,27.2416910558949,50.3726913889077,36.2006027454464,58.5077617476757,37.3147085989952,4.82771719002662,-17.7296298698352,-17.6265109343967,-32.6044694415987,-40.7991437597683,-28.7278188158051,-32.2541575633607,-24.1798241303494,-16.2103577585706,-12.2546409120649,-8.64256761760748,-28.7050424436052,-50.3745232722643,-45.4438549514253,-33.909278365099,-25.7585857828709,-19.1053588121531,-16.9067637561214,-6.27864715743473,7.12237747314324,13.2342191048581,-6.11629762096797,27.0242707960572,59.6607217572795,101.115165792232,13.6493111035146,44.3614733783318,53.7409208789079,75.5655679050776,59.7599657417327,82.6893289533823,111.133055364085,105.429405179495,1.7780529919225154,-1.4336522580881355,0.04959218100168992,0.02114063273718059,0.02932797767711091,-0.11313235943062898,-0.0032182591779390058,-0.16013520558988725,-0.11542695374761272,0.2556041801711149,-0.02631146288298936,-0.18783139847773436,-0.0020302281793598033,0.14292133546711402,-0.08897627295391136,0.19932277154347347,-0.1155635587928388,-0.019225291097109406,-0.1497144268057284,0.06586187886556207,0.25131870685872815,0.1363119822703875,0.14212010822988574,0.12759787608281006,0.2448574914103816,-0.1867587032983584,0.003871026631250344,-0.013422464393716459,0.2881138378584733,0.058730584706616774,-0.014883099607684054,-0.2916425084000794,0.029540859620538845,0.22387793058600405,0.016705935071260874,-0.01003626534990082,0.09319477764430832,-0.05593078941165383,0.07824131536659985,-0.11477114560129394,0.17555889603492314,0.2554356164059034,-0.25435721411257034,-0.4867694494077161,0.2935718278569492,-0.05218898447468764,0.05231791115397251,-0.14516200289553238,5.420194003527336,17.450011993232373
1,312.282706111131,334.483539345255,327.642871387783,305.820382581187,303.845497554196,221.235465340091,135.567015196442,119.136615582057,106.021117254441,98.7396001699635,49.7657842779963,74.1120203033596,66.7300721204294,90.214389103003,61.6463729258067,26.9729281117358,-8.66199407597594,-17.6428463677759,-33.7925876696391,-39.1683697633334,-25.6106798282822,-30.142906255042,-21.056947368423,-12.070125697219,-7.30282295706084,-19.1029815381486,-38.5383466197727,-53.1151936770808,-45.7461666115817,-34.0676293486097,-27.1434837815328,-21.3054610648711,-18.0702335027041,-6.04191429344283,7.90794449381162,12.5671491798063,-7.16392370495657,26.7115948403959,57.8412189646537,95.7884677193606,4.00510931277553,32.8746534816254,36.7215203351427,56.5117485057316,44.2487710450566,71.0544325030781,104.739762321785,105.325747208638,-1.444848736120401,1.5558944045715815,-0.48185956787665013,0.11481176235112378,-0.00792439281454518,0.039120003068314514,0.066983911202772,0.060050776578690956,0.16921632473500883,-0.35643282840749785,-0.058258723440942704,0.24455457329914557,0.20560855260223962,-0.18621560915212323,0.019146628249638357,-0.009667029759677754,-0.11615064208746957,0.027257465136463547,0.0310522033816418,-0.019831374983779765,-0.16218927700542457,-0.16272201900411196,-0.07736336535355996,-0.053866763426858026,-0.2434471417765115,0.1671848756918905,0.011795692257886323,-0.05452762822235092,-0.24416498701541492,-0.06532712093984848,0.08077261006546448,0.30032295447501756,-0.03470824113189083,-0.11125224667353423,-0.10719012539993483,-0.07413455953394825,0.038375708683936145,-0.02994938280176167,-0.1353398581048076,0.11071731932350237,-0.21681998249151171,0.03686981632784601,0.13360191441649613,0.29587382681863494,-0.1569961835090557,-0.016359181831430356,0.0826052919902849,-0.029979586582747016,5.913787477954144,18.288617753817682
2,301.827271759737,327.642871387783,378.311946224765,373.57987368262,375.269566211536,267.090411217564,151.744125551127,136.231824232549,122.409518416808,117.881589692315,95.8558453544709,135.421559674011,143.028860811349,167.533449961981,123.385199514272,77.0125675708551,15.5030603961154,-12.1289954273392,-34.7132392362109,-38.6774259432107,-20.2158937177436,-25.5763945636578,-14.047681527083,-5.39711381490319,-0.905775135609973,-15.2385047930767,-39.183079183338,-53.5955019794166,-49.4826323964366,-39.2103801072808,-32.976926974777,-27.3723600328341,-24.9023845852992,-13.8324277714878,-1.87082392411486,7.47070533927998,-3.13801900895099,34.5087575315458,68.4594211862952,108.380555185222,-1.06101549027276,37.6986510852006,33.3032470067209,55.6452340639279,50.2593514075042,81.7771345298084,112.518359127778,110.806539339942,0.06009074394577848,-0.48666701404448304,1.1338695564069288,-0.6955096593996558,0.06703696478719617,-0.04529475787009433,-0.08985762047924438,0.1576449927087414,-0.2472538574660329,0.20766827244819802,0.24471889678561173,0.03463946763539218,-0.40019506149237266,0.09492969190244441,-0.029253900817399307,-0.14544098741058872,0.25884413757223734,-0.09284011364087535,0.5081746204005483,0.13029409539289247,-0.15846501563654988,0.005513662574813119,-0.03299503146726771,0.027121994933041734,0.09665690068920847,0.26309040509912435,-0.22872070957029336,0.26961343967830137,-0.010085653286102858,0.00993689222472339,-0.0029092108433445853,-0.0028073102012233543,-0.1305674802484982,-0.11843748207160076,0.16641507652035842,0.0946838045202074,-0.07225112975504472,0.0931477172506324,0.049582227201890525,0.0864083203282939,0.028788029059474335,-0.3543263570323405,-0.05337347604248024,0.10689393921873144,-0.04139200743592967,0.005621142081513346,-0.12745625053807144,0.22923456044357307,5.589973544973545,19.44998576412756
3,275.215213777034,305.820382581187,373.57987368262,403.658456466837,412.352903283995,282.125482355285,151.48088204475,133.450715417228,122.305215194031,132.773535877294,128.077798027283,169.9995876845,169.676187515829,181.748067982388,138.522390157202,94.6300802453124,31.0111654766793,-3.65073228628606,-28.0018851573425,-28.6546349226883,-8.68324393839538,-17.9178521844528,-7.41272820357918,1.45555394326823,6.18136054124888,-18.1294390942045,-41.9279847794043,-48.8955459340672,-42.7571238900975,-31.4489976559343,-27.5934326278695,-24.0311899611157,-19.1979818150776,-5.74293725093658,8.70567640361539,14.6700340634589,7.40317783292789,46.2925115405085,80.1127473573395,118.338598000808,0.351302062272815,36.1825654814129,21.6600816876125,44.1377399338941,49.1255959805127,90.9374025518454,128.631822937194,134.848133072493,0.01167122761096797,0.12376528475314055,-0.702575395652278,1.10030745955525,-0.5719848855913748,0.30368577768910743,-0.17608819814323579,-0.06228715058896773,0.2183318062431989,-0.05783735444923788,-0.2143857590643958,-0.19357770406240427,0.12416078902992045,-0.028285918361066593,0.1418943465959367,0.032100394159931364,-0.014549902475848238,0.04717384823365312,-0.40113666640105744,-0.056044690292046326,0.08780093072809748,0.22045714165553293,0.029604886378673173,-0.14691052253445347,-0.3027853687646007,-0.3108066151088481,0.376655504037981,-0.04297701884426346,-0.1252410072747901,-0.02477871775710815,-0.09296911447832225,-0.1892772793516976,0.12603345294948148,0.23733425238537903,-0.03882042624916915,-0.1202552880301308,0.09516024925146073,0.015134692883206789,0.07886314585801085,-0.09269804971179513,0.110449097482425,0.24111974789612742,-0.12859960026702438,-0.03817874370097299,0.08552148782274452,0.008076799649247766,-0.2865819212963696,0.04860137975415136,5.97449294532628,20.091004366801492
4,271.127292705253,303.845497554196,375.269566211536,412.352903283995,453.425930356495,321.905759963634,166.656949728247,142.397427168191,136.895425940027,149.012514092177,142.433621204174,187.521299230912,185.748749341027,195.086204289524,155.860582501477,114.586834245575,42.2204387213643,-0.691884078221493,-28.2966827940532,-26.764755900961,-4.03558319259727,-14.158017652032,-7.93490023629163,-1.44858443892397,1.37856487199152,-18.1576434806458,-33.3988309795505,-34.6101114467638,-29.2409205506038,-18.7468370655665,-19.840645530648,-20.8558258121057,-16.3219772727286,-4.15333311780518,8.75929543770894,17.4466586151274,17.0107980507661,57.9316151299045,93.8709559399167,134.46197362461,2.5752920628317,36.9326798709893,14.8964657655556,40.8629866775939,49.6483903767323,95.7988185353359,132.833906690827,139.376738408959,0.027443193778950586,-0.01635985458706756,0.06814666050792728,-0.581805408182339,0.9967641192100928,-0.7246632235671242,0.2771221985079667,-0.07509491866330947,-0.12743660686687536,-0.058190952914240215,-0.00832371370444342,0.06387447254595556,0.04812928649466155,-0.07960413594015407,-0.0344405130147357,0.15413835578911403,-0.1705142950567576,-0.2191557777771774,0.14521629650226886,0.022779479402530257,-0.19785589967176884,-0.23254553852938228,-0.019402628121340137,0.13505033382107146,0.35877966478852424,-0.30101193093677675,0.2951590021191259,-0.05554034474772678,-0.03310459827769094,-0.033709180666695676,0.05165031103519337,0.2580302886352892,0.01984570111071985,-0.07235579276506773,-0.21753670441954556,0.01809818956210821,0.02527927196678675,0.07096614163380013,-0.08105488575299692,-0.01713666117609763,0.06972382371342119,-0.39300011831745196,0.40940909189382274,-0.09918825675471188,-0.12662160500859435,-0.008598323173270072,0.2749785751592601,-0.1999845508870624,4.647901234567901,21.293565468387282
5,197.526721524202,221.235465340091,267.090411217564,282.125482355285,321.905759963634,293.863389287995,189.519292032296,105.108553047477,104.117041424906,104.143651629117,88.2488502060959,114.062038047693,121.730845484603,135.925009459615,118.315306868414,96.9862121930492,29.466135179668,-10.4022684040076,-27.1590504125575,-31.1324393598593,-3.30777398962936,-18.2409912636491,-7.65675457144184,0.336195668712618,5.49056917368796,-25.7354221456712,-25.6531633474831,-16.4059955622049,-10.4421587773674,-6.48088210099769,-4.5100582532302,-2.02580422225595,-2.56311440862234,2.89733382339004,8.61197186792289,18.5043760091772,39.7217794871812,69.7492454783397,99.1035673566238,131.662269954793,-27.1960185973108,-3.63550389376688,-14.5929889406605,-12.3301976138378,-28.4532602317821,14.795757089473,69.3505125146166,73.1212906772951,-0.10105844963675488,0.036668746643509435,-0.034056456039476234,0.3139017383026284,-0.7324905820914537,1.1383557475818025,-0.6825793265700154,-0.09484682728510391,0.15531461853890186,0.06532951204900247,-0.1461902297630182,-0.08637228891951076,0.015151663323924966,0.09446641243378885,-0.09175928827564732,-0.015696438707585022,0.04314794904144718,0.05592102624982628,0.18929078699390622,-0.06660840733409007,0.027763866734628977,0.3333630900219009,0.17256997770244634,-0.014230078143664284,-0.31507288816935003,0.29204851740808885,-0.4519569904693,0.15586555910552374,-0.022653727037079137,-0.19790745829251513,-0.09373502851481376,-0.04802516037597699,-0.027623121826276128,0.0032303239496317866,0.2861914495071329,0.11117755318895398,-0.21610581825987438,0.0009409857109695362,0.10825109626865916,-0.032615786175950755,0.11555932191000776,0.07502871520634238,0.11474670145285587,-0.08450190884479797,-0.05238745809057836,0.09190881218606686,-0.11677642747581818,0.0981352646850884,2.364722222222223,17.142152411176227
6,122.821211293878,135.567015196442,151.744125551127,151.48088204475,166.656949728247,189.519292032296,162.29536075635,58.2907691093908,48.467830782013,49.9087775360952,35.6430919560144,43.6977410254008,53.1122110985787,60.5163696181847,63.7976421574168,59.0722500480495,9.17835115889554,-17.3377770888452,-21.7126003224944,-29.1984095455988,-0.957562487393398,0.504897778013029,8.84644423469109,12.2785105493559,14.1005517254545,-24.6801092049029,-24.5236963314806,-13.8170870443094,-6.22971243068715,-1.80368005836962,9.29472233064136,20.7880284445259,21.5738721762225,25.8514977469785,29.4712180084307,29.3351799877217,53.3434557519608,78.6253137000702,104.082087534269,132.844235807674,-16.4314175476496,1.7915145142488,6.67777651796678,4.92468062669862,-14.0146622549776,3.87712632031483,45.0166516479939,51.6084998616692,-0.007695628644297359,0.07636894245719801,-0.09466837828296848,-0.18393899645677894,0.2783483042337495,-0.6820304079976288,0.800678866420552,0.10020365627518199,-0.09942623061984328,-0.05455091237620752,0.1574567385444143,0.10273749179757792,0.062408872697062294,-0.06478376677630995,0.09498363338455489,-0.18845545105989364,0.1209842987854294,0.12432534212539254,-0.4171619244888104,0.022398512421352584,0.17424629065986005,-0.2822535238146609,-0.16761500275752603,-0.026730386813072653,0.11952092070132925,0.10967139245214198,0.053448777856269565,-0.27364645264253185,0.14698064567215108,0.258018687282604,0.1093199953576149,-0.03900763629769143,-0.033720395070503985,-0.024744709974866358,-0.17773672237518895,0.04040950184184475,0.050316976030361754,-0.06446316971535368,-0.11210243244247088,-0.003988221945220922,-0.17124383126725917,0.30503540515409633,-0.3855453351435017,0.12388195130550067,0.13342026127000137,-0.09649284471022437,0.20834743422805987,-0.1444006927996521,-1.3446296296296296,12.739127158339782
7,107.65318458304,119.136615582057,136.231824232549,133.450715417228,142.397427168191,105.108553047477,58.2907691093908,106.346067440045,95.624961444259,96.2448636488902,52.4521474450363,80.8657256741358,92.9352914766363,107.383217082523,97.3066592632826,71.2165536821211,19.4650180783341,-5.73426349987514,-21.3405822620079,-30.3218809499266,-17.8125916424765,-4.87783503207891,2.41518058030191,6.08226516111781,6.49036895850272,1.75498626155105,-2.39259001762079,-11.5785685184288,-6.7357480905375,2.05909175025645,12.5176020962633,22.6458535581877,20.443722109726,24.9537441659607,28.9460403720582,34.3449173349598,15.6902653890016,37.7707066279138,55.9564993419089,84.5375843634827,-3.40039646363967,12.0940546378406,6.79053830708759,7.31807790422679,6.34110475370547,31.6090085788903,48.4560585163135,33.5173545599831,-0.18301052136743465,0.06328854406689888,0.16890523845937033,-0.04959376500487638,-0.0897732639279761,-0.10001905013629077,0.1121879954880242,0.5201390814666347,-0.3234810069529307,0.009222924797934849,0.24801787117812957,0.08166958778075534,-0.16292617688252248,-0.050257744408844125,0.030604202593137956,-0.10762119716837212,0.11017049516731908,0.20059844383306463,0.03326171697826283,-0.015506782429209142,-0.12035390359383058,-0.038308989751998916,-0.048756684219981555,-0.13458745758155322,-0.22210493021891137,0.09158129064457006,0.16674141891587302,-0.0064995014827747225,-0.09814857745501988,-0.016377472729621218,0.023142322562556383,0.02737106032903209,0.020456010099802607,0.021464891033020756,-0.2206151938534456,0.04401022008318951,0.09149409077423655,0.05315501466191354,0.002333630276164014,0.03174623363735039,-0.1367039685561925,-0.05040510420573244,-0.1474259485598603,0.020689260855420867,0.24279151856198816,-0.21443013377984627,-0.19834733221535206,0.2805488680332682,-1.049814814814815,10.311938102997196
8,95.2029249061206,106.021117254441,122.409518416808,122.305215194031,136.895425940027,104.117041424906,48.467830782013,95.624961444259,160.903552123244,152.168504365552,91.7366000319991,111.907002437092,108.257909217263,102.971925973861,98.7602170598159,80.6401201965068,35.3122909143675,13.7509162237553,-3.86735655109475,-14.5422547123372,-19.5059566558919,-11.2584744474866,-1.79653082517583,4.18274228819059,5.48566149317007,6.95886249868244,14.7636675862345,-14.3750210672482,-17.212162008199,-12.2278891769114,-6.33854521441611,-0.367447391034039,-8.6000485543372,-7.27557172605869,-7.29983855080943,30.3430021254094,20.0765177094821,23.5359511684048,17.4816575248322,21.5283681738517,-15.3747751084955,-6.24751640950802,-13.1573862854205,-14.9812413995471,-9.13861063383797,21.9799530278313,29.1059675767373,12.6073652778278,-0.11072473467759221,0.16376597017179084,-0.2480769724259566,0.2049100940990324,-0.11882386224713787,0.15536046119373453,-0.11063257654919023,-0.3212017877108148,0.6724197617934254,-0.16618519823489153,-0.2849015494410753,0.03489605921305538,0.0785993751702358,0.042057537262693415,0.07587604215094866,-0.025899382771084258,0.012877441170849638,-0.2762466060547634,-0.10346980145003278,0.14376423501924446,0.23879233573798522,0.030177618820396313,-0.022242168712771057,0.08346546668957332,0.14390855476259812,0.023475192548726695,-0.18728060140569847,0.003666230714017818,0.0005576467838742142,0.10602455914271232,0.026413306711809054,-0.16679303046122793,-0.0743185601783582,-0.03821468957095626,0.5599663413611128,-0.45800002789416283,0.10326550518057263,-0.20657181353151333,-0.06131723059408785,0.10309851401163797,0.0986533831371978,0.01905490004355895,0.10366698940929343,0.11359815104545737,-0.13775755222195324,0.0904699537403755,-0.026581126605906398,-0.10454623521304503,2.3630555555555555,12.684382212912222
9,66.8532496460126,98.7396001699635,117.881589692315,132.773535877294,149.012514092177,104.143651629117,49.9087775360952,96.2448636488902,152.168504365552,241.684369412516,148.576136424049,181.438857655146,181.561548638663,177.212803471961,163.939128140942,130.892954717617,45.5236287056789,3.90370587238518,-10.6454175510374,-16.2992902841741,-13.0416227794391,0.745408475904886,4.30015230592464,6.54296846630948,4.60388923962738,-10.9046303309261,-6.40053922822421,-21.9701138387926,-20.918530786077,-6.55201389304272,5.3641114941042,18.002029377957,14.4245058102397,19.4541687694805,23.205927089789,43.1724413450314,25.6474520714602,36.8312130127982,35.2359083600789,49.4124177979824,-19.4674402953969,-19.303745687108,-31.7652826031088,-38.0470890407164,-36.7726009273668,-6.6538270360194,-3.32781931146167,-13.8524039070967,0.25817914636672795,-0.35734133337320867,0.213330405355542,-0.05431137021326478,-0.06417531401952214,0.07074578402240776,-0.05712750110993607,0.005085327598270224,-0.16535803861806123,0.2842450946881056,0.05706327629909295,-0.15001932390343234,-0.09190863208266192,0.04397555120309505,0.054221871682565335,-0.10982742536673075,0.11291403498190791,0.1134275846323502,0.04022436831240274,-0.13060164278257844,0.09168887271832593,-0.0036266055648338405,0.014707065817517444,-0.0029921685609230315,0.025946653226889972,-0.020015122810040673,-0.08939006031219111,0.027023385188990702,0.16345885810857633,-0.009469824890152917,-0.04177510641722782,-0.07526627788852815,-0.0001834190982143767,0.03432007969804844,-0.05104737025274074,0.13670686154005063,-0.09362314129099006,0.03526465373192319,0.10744088343288044,-0.07361104450124333,0.04130277450730942,-0.07677598508615925,0.03889005072524921,-0.02599822860101666,-0.013781525771236607,0.08079136545736638,-0.019417526783970136,0.024348315460608363,-0.18055555555555572,15.545879499485256
