,Cov_0,Cov_1,Cov_2,Cov_3,Cov_4,Cov_5,Cov_7,Cov_8,Cov_9,Cov_10,Cov_11,Cov_12,Cov_13,Cov_42,Cov_43,Cov_44,Cov_48,Cov_49,Cov_50,Cov_51,Cov_52,Cov_57,Cov_58,Cov_59,Cov_60,Cov_61,Cov_64,Cov_66,Cov_67,Cov_68,Cov_69,Cov_70,C_0,C_1,C_2,C_3,C_4,C_5,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_42,C_43,C_44,C_48,C_49,C_50,C_51,C_52,C_57,C_58,C_59,C_60,C_61,C_64,C_66,C_67,C_68,C_69,C_70,Mean,Std
58,14.2292278449513,11.4586513259161,8.95272490132438,9.57922137372554,10.1279331413841,10.3690385258917,10.0213703298802,7.95789178221548,8.58468768407107,5.02850723440465,2.8308148922075,1.73663002543074,-0.532612183324408,-4.4375905061616,-0.366102674658203,4.47208001584108,14.1285479115347,19.0518713259914,44.3216268889289,68.2183605061998,92.8685712094748,117.792540667067,142.135024543662,163.029056742318,184.291377643053,205.467489982159,226.769665110351,194.063221743597,162.262002020982,131.107047082712,98.9208021353436,66.746261622757,-0.0625949449680292,0.09303367281031323,-0.04183980514377786,0.009366105927463213,0.0036705045199064553,0.019927761534504256,0.0437440484336924,0.01951453012329467,-0.05377371442985382,0.012653821835190244,0.15397359035569314,-0.18569337420922852,-0.043133380987529786,0.02023360221853729,0.10156610272526793,0.0010080275394913035,0.038212864957318016,-0.003150872183057015,-0.041198293972771555,0.035722366026649514,-0.14002922530179093,-0.6206294001147766,2.4241048528385685,-1.7862891319704173,-0.39938735677112047,0.04133639269854422,0.29830004294330376,0.2609733364215692,0.04725157203235642,-0.17677562643471856,-0.03857810076143225,0.10402528305272123,0.5928571428571426,11.921620046942516
59,21.7003164636082,18.2861470148839,15.2191629870796,15.3128022273059,15.0230107340307,14.5375905372466,13.9372968452659,11.6154796323856,12.0858492945959,7.23017119912161,3.9798889995834,2.14042261790679,-0.814237905291661,-4.85214483764152,-1.14241582024888,3.71837696916366,13.6106611051968,18.001218843473,46.899136836895,74.7524327013649,103.965684848693,133.601768922182,163.029056742318,191.425649954714,220.047375308416,248.511870434278,277.087572297558,240.936375271302,203.279175172178,166.143460417004,128.061608783829,90.0137780318988,-0.05500553496434087,-0.0045290659498796685,0.026771577327587517,0.0708547724040904,0.013842194563787158,0.003124761918796209,-0.014785913116190506,0.010582924692804125,-0.00819043966907751,0.017080656168960998,0.029350649985344028,-0.04185851052240962,-0.028855060322691833,0.014971691804787806,0.027478772676744423,0.010603218456661326,0.018356064739402444,0.012310436401567995,0.0324926933959495,-0.009978934897135467,-0.09075491423767366,-0.22419998005375782,-1.8158731337240337,4.154571351966905,-1.6045693363617501,-0.4771332381170043,-0.13708906893067535,0.03767601073079032,0.04881909591036914,0.2644266597627779,-0.04537378677276667,-0.14319752416645426,0.7979761904761911,13.835304476400717
60,28.5502771415006,24.49564757572,20.8841836434306,20.5129811274955,19.4556978476041,18.3147629004729,17.5134386040587,14.9004707188303,15.1849875629094,9.02499628037488,4.73831351926006,2.19123668035101,-1.42062791848057,-5.44724740951131,-1.94261131664125,3.12161283071119,13.5230764393181,17.5224852392029,50.178902355941,81.9127013418856,115.598753550788,149.858089314098,184.291377643053,220.047375308416,256.131843439675,291.909192583574,327.796458992165,288.309505235119,244.792696180427,201.676264383442,157.387860798625,113.127569271428,-0.0038051949229069536,-0.08982005283553161,0.09578380807963371,0.03143476134401117,0.006420322276471115,-0.0052160861720000305,-0.13640194025145755,0.045553299925527306,-0.0008414434162389556,0.023909377862014577,0.0014312738186376666,-0.0010355958288605837,-0.020653875130660776,0.02294999020996328,0.006295865644100046,0.00835392742085764,0.057541759111583234,0.03439135461275488,0.031584841353200555,-0.02061292921782077,-0.06642907438326447,-0.09448949152109377,-0.40884534674365336,-1.6228344209049064,4.295722669974115,-1.6378198488967353,-0.43967397602504293,-0.05196321654676514,-0.04065650469780397,0.016893062344021145,0.0004518565881106431,-0.026830983321171342,1.0642063492063492,16.003807154539032
61,35.3789529313736,30.6586174525929,26.4612613551449,25.5178216908703,23.6144925778846,21.7388287092406,20.6628943507567,17.7807228273503,17.9727453186602,10.618530038364,5.43084673261138,2.31231889648575,-1.79675499081726,-5.66594191268435,-2.31140549578837,2.99992512995857,13.9672568064037,17.5150858119672,53.8041984660008,89.2807267089293,127.345491333059,166.118402174176,205.467489982159,248.511870434278,291.909192583574,335.041083704567,378.199138447742,335.383227291614,286.026382332106,236.946077436932,186.451151767005,135.98421534921,0.08715666297033615,-0.11395819043520018,-0.030669760134333212,-0.005119830952802169,-0.00025317632336589697,0.0048409664424407545,-0.02024127260538339,-0.00879141492896259,-0.0014469217091341402,0.031115571906061835,-0.028754532946385192,0.04396219468471923,-0.04316303789568426,0.009500647859712528,-0.01994034667838726,0.02793538882138657,-0.05795168351604191,0.05539137758712391,0.061529995610798506,-0.01997924706434113,-0.02248275663614206,0.009494287384233045,0.06251530258545733,-0.4417528162335584,-1.6556704311888808,4.054999132142233,-1.7376444877847197,-0.22261493392546014,-0.15615794997366853,0.010746780668733708,0.03043641257664092,0.016892278832304562,1.3910966810966812,18.303854340126474
64,42.063176566822,36.6478183625836,31.9253642477582,30.4896380092851,27.8188478936788,25.285285811174,24.0097019931571,20.8801625629333,20.9919372876213,12.4455850546001,6.33209723399305,2.59872290016138,-2.04407884702373,-5.80751842917326,-2.56706918889829,3.01476805880359,14.5831390134957,17.6926068311335,57.6094594075906,96.8085191741445,139.248589866131,182.527162507284,226.769665110351,277.087572297558,327.796458992165,378.199138447742,428.732032532435,382.581672461274,327.412391540715,272.4001507278,215.711571840062,159.05373732903,0.05640236838630981,0.06952176379743209,-0.19891893701722632,-0.03381013775726804,0.00904120948186597,0.016434448522598993,0.007345029597355662,-0.05734673056701777,-0.015976855988588345,0.025255187093177686,-0.16261492978820033,0.16797075601510006,-0.023284381157823147,0.03590147329619879,-0.09860793580041691,-0.012782968621994354,-0.23834868264106135,0.17992036975870337,0.19818132476690853,-0.11764874474904805,-0.019932186100215854,0.15491679399354458,0.29705620853665493,-0.15133319597604603,-0.45093448700081584,-1.7495160826503948,2.4100236643227864,-0.5448944642359097,-0.2744316473600965,0.018509062366145163,0.13919151717595005,0.054609988246685864,1.6720610870610855,20.70560389200072
66,41.824084521577,35.9123034858834,31.097681549375,29.0375461996576,25.4824463877138,22.1527487700615,20.8582752463207,17.8527149148132,17.7380897881357,9.82750359258169,4.36560559005808,1.33680702666672,-2.60820018892198,-5.65944963137818,-3.06907645185403,2.0057380959058,12.804052455334,15.3347784256152,49.0217940945887,81.8862262196223,118.170629704332,155.294910487901,194.063221743597,240.936375271302,288.309505235119,335.383227291614,382.581672461274,347.515426231814,301.685991866619,255.922024128849,207.88604241369,160.027965289792,-0.0022709999973013315,-0.011622870773122317,0.10399864128746279,0.02066611857760783,-0.006333689730711225,-0.08036013189915929,0.12984663695001036,0.003329210952228604,0.019800599502104735,-0.021332391841703286,0.1793434396655404,-0.18783970436146635,0.017610831263395743,-0.03855631332828617,0.1425878192724057,-0.03289869887570523,0.1467427593189241,-0.27833365425709816,0.1695580049622579,-0.05481932882251825,0.008455654037304496,-0.07878924740056992,0.2639492619973257,0.03915699274517358,-0.05175919662639156,-0.2193230095369672,-0.561586492688611,1.7030840613557918,-1.296667778231475,0.10923743565523356,0.00894225812324511,0.12709919441943057,1.0400625300625292,18.641497424611945
67,37.2783419134653,30.919536211678,26.4997741940814,24.4004786565311,20.6695622778299,17.1351227211862,16.0974764317696,13.3758777779071,13.3596525620615,6.67013752512877,2.65449204130651,0.681083206513194,-2.19419406207313,-4.50596471710405,-2.49007882859449,1.57886111018455,11.0664741673077,13.1221443999326,40.6744183991253,67.28724576646,97.9028985562454,129.234417252721,162.262002020982,203.279175172178,244.792696180427,286.026382332106,327.412391540715,301.685991866619,267.645613040995,233.468680022907,196.786418619272,160.312289905143,-0.07590282391040555,0.01604966561561423,0.09833143857456585,0.011140064857793971,0.0007457746403548066,-0.05545216044712669,-0.011398187583997266,0.02508167651863497,-0.004992303860723527,-0.04910840642553038,0.02988405259755996,0.014483083666228972,-0.02042299746479161,-0.005053874464921964,0.017280242793493522,-0.012834225477676996,0.007189201030148746,-0.052921656207121325,-0.1037186150926394,0.04848537837071912,0.06337680014880877,0.08791753203468887,0.04501437667208378,0.05297097195792731,-0.03339362626292945,-0.14474757757775758,-0.28314856339159544,-1.2937602062864126,3.35407112906171,-1.453319834576602,-0.34521971640743043,0.10520592616302953,1.272032227032226,16.35957252011784
68,32.5068168366652,25.7314686356145,21.7239156034951,19.623218118243,15.7531936140659,12.039500810456,11.24586959318,8.80849906343147,8.92480638206685,3.5215841439339,0.986431083159953,0.100119970750533,-1.76776067089392,-3.44873884968185,-2.03534336335316,1.00509189770429,9.18110772292175,10.9172723550308,32.5095442022654,53.0326505951688,78.1187129360545,103.802230027868,131.107047082712,166.143460417004,201.676264383442,236.946077436932,272.4001507278,255.922024128849,233.468680022907,210.984154278704,185.651307812669,160.568768942847,-0.042728419879820186,0.058406051629795744,-0.07233520399529933,-0.04821318888312892,0.029945183150998284,0.1785406584662537,-0.09160079879933786,-0.012173134160521435,-0.0163458160647714,-0.013848723622385298,-0.012969730175765219,0.010165622657126564,-0.016624532101750127,0.069155845837207,-0.04145575874824516,-0.0065732449367582515,0.14031149805171672,0.1712432912041015,-0.6461687932521707,0.29404323524775006,0.039600663203721694,-0.09075730834075912,-0.1985248075649876,0.2780158022468257,0.04510042377355269,0.018293467775925703,0.00898475032547799,0.12537502004441312,-1.4610395329271633,2.3698958181830814,-1.2914043758116078,0.19090342242314254,1.4932479557479563,14.524949372672658
69,25.5898335076162,19.2406027957843,16.3661435917879,14.7778273468414,11.2643949677147,7.86813252174201,7.11981240811898,5.08613191304711,5.33073874036145,1.31453217976167,0.263090490129351,0.401192242998811,-0.535580019509783,-1.93511929017709,-1.72816973757335,-0.451422892916424,5.46126564027086,6.41417817786269,21.6875509261923,36.6512066949327,56.6603692302994,77.1323765233216,98.9208021353436,128.061608783829,157.387860798625,186.451151767005,215.711571840062,207.88604241369,196.786418619272,185.651307812669,173.065500764468,160.705323972448,0.006414664310596534,0.006405325742080015,-0.007696628820568985,-0.009212791182179573,0.0032723302894368117,0.02165241998514923,-0.0019127588915804974,0.006646996752343025,-0.018036551148975642,-0.014094545790684226,-0.05528073832446623,0.04548012408097938,0.39403171470011406,-0.29247940532896816,-0.044132133864059994,0.02798523251865486,-0.059382766868723375,0.14745301260837426,-0.010419332927046708,-0.015636320606698676,-0.008978164655844568,-0.01669497813906949,-0.029852008443008123,-0.040187612921097834,0.004626005758172638,0.02696020272437254,0.09789007096814421,0.014427736592485274,-0.3217000248346484,-1.290515768990908,3.045664649963736,-1.48947337121413,1.4061303511303502,13.155056091270314
70,19.3888224220433,13.4430098496097,11.7393468594285,10.658662586119,7.49428347295719,4.40073200296527,3.67797586020274,1.97411674948043,2.37678126168072,-0.191492594572249,0.359023915435927,1.63504819455394,1.7021087584741,-0.659382381328327,-1.32340410316833,-1.43145159948171,2.71329875681143,3.12097236928771,11.7403915584777,20.8392654543284,35.4739031936205,50.4586681803662,66.746261622757,90.0137780318988,113.127569271428,135.98421534921,159.05373732903,160.027965289792,160.312289905143,160.568768942847,160.705323972448,161.694654532404,0.020826559425699203,-0.016403187026524983,0.02174203783563061,-0.006569119190832846,-0.033401798883364704,-0.07277330779925203,0.03505857651989011,0.006487639184319143,0.03346119197888106,0.055069093058096576,0.009678502853283316,-0.03631010641533003,-0.30394540728802394,0.1975619878191365,0.0258467532046832,0.008248884515139355,-0.040528139350653615,-0.18537973488618728,0.37753349094183625,-0.15071477059255117,-0.024397461918725664,0.056097568019648616,0.10303163389872617,-0.15027977839074105,-0.026999372920710318,0.030094767337070026,0.049652530415134635,0.12854584226025195,0.09611637177800951,0.19646526200413766,-1.4902930419467628,1.0871604641374657,1.4254942279942273,12.715528087043953
