,Cov_0,Cov_1,Cov_2,Cov_4,Cov_5,Cov_6,Cov_7,Cov_8,Cov_9,Cov_10,Cov_11,Cov_12,Cov_13,Cov_14,Cov_15,Cov_16,Cov_17,Cov_38,Cov_39,Cov_40,Cov_41,Cov_43,Cov_46,Cov_47,Cov_49,Cov_50,Cov_52,Cov_53,Cov_54,Cov_55,Cov_56,Cov_57,Cov_59,Cov_60,Cov_61,Cov_62,Cov_63,Cov_64,Cov_65,Cov_66,Cov_67,Cov_68,Cov_69,Cov_70,Cov_71,C_0,C_1,C_2,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_38,C_39,C_40,C_41,C_43,C_46,C_47,C_49,C_50,C_52,C_53,C_54,C_55,C_56,C_57,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,Mean,Std
43,33.3056781353068,30.0082536937861,26.1682893672509,34.8695495957391,46.301291048894,38.1472323965341,16.8821084818251,22.880861354038,20.1578722240312,17.7220806782936,11.1663778515628,12.8001265488421,16.5456692326239,18.7843169474187,20.6001739873981,22.945103450246,29.333042535324,37.6159109161794,45.6493757208853,46.0707749387791,46.0424648659793,36.4414693877551,26.7466849977518,16.4751561919137,6.46379832750926,3.95748765969265,6.75049882035676,6.6905021472787,52.0914890465983,70.7511171016903,81.3414224474514,78.0501440015383,74.8884054093678,68.8278704013721,60.283540931546,52.5615047545938,45.1694492448552,37.601326833799,31.0879438944841,29.416656468985,22.4158234198936,18.4488310799813,57.485763257719,50.5120327301372,44.5148138933093,-0.01329742609444126,-0.0074035405098019395,-0.010772030210541872,0.06505724440179089,-0.06778382883312505,0.02466264320833045,0.07510961042121314,-0.16921264376920414,0.09235144298572825,0.015226710791363654,-0.024887181838151345,0.03106360371300591,0.012760531773696966,-0.00027524305135166787,-0.02484480091390813,0.04389355208114773,0.0013381699559205967,-0.03260819226727473,0.05878145722857711,-0.37078527735794087,-2.0007597898668377,4.945174518847435,-1.9401175854497659,-0.44866580526357586,-0.07886454248021567,0.05713254169220452,0.046907268174413534,0.008949532707255648,-0.04704784039727423,0.06094894193612612,-0.026508380555095263,-0.07249053382370751,-0.038855776831468763,-0.06138416494314782,0.17722152293412807,0.013595603615116284,-0.07002488720565767,0.009748019130763109,0.05446749059439328,-0.06342565845613471,0.06401888035642014,0.11591514225600434,-0.10747352728932054,0.007522685446768183,0.022003618936959846,-7.1171428571428565,6.035848688275336
46,25.9942579589764,23.4778020133307,20.3726982681159,30.294746912777,36.8962716396328,32.2629513094333,18.394934341794,23.8562918326686,19.4187086188782,17.2644162829094,9.70664209368632,11.6134351302244,15.3630725023994,16.0370283181806,16.4222618644677,17.095074262881,20.2030955044653,24.8693409847684,29.4650749682452,30.6574797990918,31.577157292039,26.7466849977518,21.9184606302291,16.0718592240902,10.3253835163872,6.34960706832781,7.38040642228148,5.92156550590421,36.2108324561146,49.5893440095635,56.0210297735914,54.5909612361492,53.3825972665493,49.475092279337,42.5576755708807,35.9078429966379,29.5058587776136,23.6458930788876,19.1629721765001,19.0126317235908,14.0694266397747,10.1483990172697,33.8322733864547,29.0112508406539,27.6880279284715,-0.04981002283140274,0.14119820804305325,0.0014894293304329237,-0.10488743400997307,0.0012713222554043228,0.028636220618440407,0.06984581449714344,-0.18845141071465252,0.14368846010725317,-0.012654836480470949,-0.10926528762960258,0.036747400493570045,0.0038335955037680012,0.0009284116814936136,-0.004968366960247056,0.024194292446003286,0.02968013550032374,0.052623748059278705,0.37853097184894147,-0.0799562669861607,-0.4525720820706729,-1.9057680332588036,3.9636607843485945,-1.3728003149515395,-0.4023137123189353,0.04249511611097385,0.009398467020205825,0.03980005490875014,-0.019437882613221588,0.03105377865713721,0.09779032395596265,-0.027372632246410056,-0.15106858233824122,-0.29846098291268514,0.27763289109147604,0.04359891029023914,0.008697179309117719,-0.10005373003368943,0.11929853216103345,-0.02659401644845934,0.02334995233342727,-0.09306251142166613,0.03780593966692979,-0.02405118234406165,0.029606233979727125,-6.572857142857142,4.68064745844302
47,19.3278348327259,16.6389325855814,13.368735147092,20.6287513689842,23.2761462228875,23.9163336199625,18.3940847593068,22.1159101223138,19.1252876994334,17.3728717750099,9.19664545422336,11.5842915225963,15.0038805996014,14.0568199661684,12.9728366307245,11.9698294241404,11.7637300662717,12.8379985501639,14.0127912772772,15.4907232281019,16.9029020125295,16.4751561919137,16.0718592240902,14.8607270896864,13.4944004372117,7.81228878202985,7.62320512330917,4.92127322507438,19.7953329382304,28.7358910703618,31.6597172094063,31.7513394297862,32.1599691560552,30.089384264428,25.0030168257382,19.6211922171511,14.4030137813126,10.5149299740282,8.37754674296479,10.2818133153238,7.56634331770786,4.26351720340431,12.5346188595266,10.7479848233288,13.6401590045022,-0.05188133372779303,0.01508080079491678,0.0637692883118735,-0.00026394261440629903,-0.03739720821049187,-0.007712191617813805,-0.04241344003474704,-0.025206501197578692,0.056407831343495085,-0.04796150607349374,0.07652766178675877,-0.21600863704647982,0.07190205900631749,0.010826333746107919,-0.0014595476496256064,-0.0056208181320619366,0.06397165359280182,0.05324240960058059,0.0651365295202742,-0.0029797676549806716,-0.055170396364437595,-0.3867135117481028,-1.3545611869214598,4.196465478082921,-1.9739500902718694,-0.0728866937607589,0.013742695159637625,0.025193555334928893,0.0692531624782787,-0.11528794182415654,0.10506729532410508,0.003414872175447016,-0.044053314962927984,-0.09834553007936311,-0.23474313231300686,0.06039995535455995,0.11648887726285861,0.090250985657169,-0.028949009995466894,0.002079316619796333,-0.062024391326522155,-0.030340417356423472,0.033573181686866,-0.026782270261430527,0.017809052675461994,-5.836904761904762,3.853664112203663
49,10.453332206195,7.7659359693376,4.57554658107225,9.41727207006059,8.37802410882061,14.4538438528127,17.1216275129498,18.8634951311636,16.8970971780598,15.5134909285945,6.90410312423213,9.90472552579581,13.21262999675,11.0318582773438,8.86627380925552,6.57302817990419,3.42507962188809,1.30379895877722,-0.722562835290866,0.880018928713603,2.62095307193648,6.46379832750926,10.3253835163872,13.4944004372117,16.5901988427555,9.05202321664177,7.7892251102584,3.91261673020616,3.15561193183944,8.21522890573903,8.0147592747586,9.05575353701321,10.5040268879435,9.7293692826937,5.81562657171728,1.6153230201453,-2.49664728800604,-4.50155801165333,-4.31614207185923,-0.357058705526735,-0.965821356096848,-3.66022253613477,-10.9787514935305,-9.60794712488259,-2.36260852849402,-0.01889126770434706,-0.06272127947773493,0.06277588304764754,-0.04024744291018536,0.08119576830383674,-0.044752524209154605,-0.11837946745088251,0.2512471629652223,-0.22032755590452122,-0.145240733626901,0.4517860806088279,-0.3052355274127799,0.018178595000529006,0.0008016404035387284,0.036059280387083684,-0.10803307959898316,0.057050155380455145,0.01667012530534281,0.02274530260656214,0.10688894084197954,0.4326933250572052,-0.07283761069407287,-0.39742078595312036,-1.9792542364809145,2.2917244031031982,-0.15191074784174083,-0.11861394517586145,0.045888025673264894,0.10623053712914539,-0.20724042273747573,0.02342208695428642,0.0006946887249744965,0.02961398064099928,-7.138207356134151e-05,0.17327517945821397,0.06883381029198893,-0.09576083851411804,0.07439467732998727,-0.22620423858577213,0.07761090010999203,0.00214957489589076,-0.025337909310396322,0.1599391397048344,-0.0325156634512077,-0.022989393006518092,-5.01095238095238,4.071879030958004
50,-2.67512000225934,-0.436847999910436,1.98843391365684,8.24248581442115,-14.4578381441611,-9.49858840479977,-3.69089188570122,9.88686023552633,11.4964122110999,12.5643434871913,13.3364763247608,17.1719771805571,21.2401266505801,17.1233320530691,13.1685573758894,8.8031289819855,4.3431629267463,0.798705821112179,-2.53158567676821,-0.508497316580037,1.60959237964733,3.95748765969265,6.34960706832781,7.81228878202985,9.05202321664177,23.313148467433,17.7209857898679,12.4939775880878,16.802940209608,20.878703253711,20.5490763345847,20.9653600437853,21.9351701489538,21.3615798382164,17.8426922016181,13.6460722128421,8.47817459208164,9.81063468548285,12.0581154363077,12.2284002101577,11.2315003838124,11.628102613159,24.6419447581855,15.8718516990301,9.38477620151543,0.08563643491294329,-0.18431631215978903,0.12792449514719448,-0.09068081879930534,0.006409887793947647,0.09242239476243289,0.12346059596978814,-0.10431925896944542,0.11157721136089525,-0.16435208022524497,0.029102986108562323,0.2459354833952113,-0.010332814682791165,-0.054786433922378926,-0.11500144368958394,-0.1135900306906679,-0.04690064704222801,0.0029567198224805585,0.012012540254708886,0.026963770761007016,0.1152562642015316,0.0430468783888399,0.03497183482198454,-0.07623994469198099,-0.15355680517330794,0.7057007249146415,-0.3707821900709737,0.1885106954463797,0.0916985651615018,-0.21211592381562333,0.11136100873963774,0.11316736745360727,-0.09642509234673734,-0.055451570476070196,-0.07157333501938816,0.0174350545635476,0.1554813630105843,-0.18829164813042304,0.14177489078225639,-0.2729269397210087,0.14777825252691862,0.10952290571133279,-0.1227896930900122,0.0007905107865330256,0.060240657970002894,-2.4350000000000005,4.827333473816879
52,14.2139600631487,15.553943941872,17.9311260470871,19.6728638059082,13.5722680805893,17.7134306272213,26.7359896648039,20.4925063039992,14.5206127022203,8.42938838557778,10.3625806199662,11.7194253073171,10.7680020906277,9.00433376611704,7.39164115376795,4.30804697816581,2.58605200700277,0.679181140091522,-1.16489311822924,2.32025038466864,6.13208051856765,6.75049882035676,7.38040642228148,7.62320512330917,7.7892251102584,17.7209857898679,50.1766733716475,56.3134122575115,94.3655603250875,65.5318825839398,36.9724729406285,32.0032393488355,28.6021094987542,23.7945067456214,15.5033024866803,7.03980579833845,-2.28072882399881,-2.48736341508486,5.39795288998993,23.9613912730556,22.5647832119831,25.7041828814775,49.8690602784887,45.9923326664883,36.7566780165984,-0.18790654295191883,0.038491150005683684,0.5141010444163722,-0.2823748338035343,0.049698893393157445,-0.1445719303899338,-0.047696713274126806,0.043076176750307074,-0.10680930610233842,0.3356869119100896,-0.3396045788983588,-0.1273851547696908,-0.19927726018489894,0.024352372168870245,0.33634131031980363,0.06197519002604371,0.013898432730245026,-0.09041634803647992,-0.01776486561535903,0.05853195653559197,0.13984630272516102,0.04476686747341528,0.016797509792460412,0.046634198459770876,-0.11574992879171976,-0.3793097693656192,1.6770515066166958,-1.1096713539343934,0.0203118767931353,0.14561189611123326,-0.034939999029947724,-0.08139683320845538,-0.1913218722053415,-0.04208271031320567,0.2699637769808847,-0.01829108584018503,0.00388612749852886,0.12871178823641954,0.14834410471852683,-0.21403786184523638,0.1246737867291334,-0.00953383506860817,-0.18631550488894327,0.11254590873989175,-0.15061475802508942,-3.515,7.082843593617433
53,3.62091229947298,5.61049679666193,9.72676535883426,5.88247707925078,2.17938774379773,7.14889642530377,25.651758815838,13.4385919535541,5.66036624753595,0.630771098623038,5.04898718108702,2.50528938477883,-3.2224548516663,-2.9513299107447,-2.32461064720444,-3.82369949010508,-2.81957791721494,-2.5055608418275,-2.18293132536016,2.35015759056068,7.45525780190285,6.6905021472787,5.92156550590421,4.92127322507438,3.91261673020616,12.4939775880878,56.3134122575115,74.747780651341,142.924576543436,97.0011475476462,54.0571094503435,48.5461587182276,43.9686594521081,38.6052917944802,29.5602593414132,20.4893419935564,10.5260648759779,9.99741348758884,17.3294901943637,28.7444477492566,25.4052180588504,26.8670091767379,53.3268205584203,52.6368868571473,42.9617646756342,0.08024288045091858,-0.014044250990493983,-0.3499202955078921,0.31094792389468934,-0.1522323272182344,0.12386948086140323,0.08451525276270044,-0.2253167090954638,0.12370001933393436,-0.09477751746666178,0.11160147860692361,0.0434563789830059,0.31918035706565007,-0.005273015896971532,-0.3773275125742379,-0.06910700524340065,0.03816731625666279,0.05742608279916424,0.1040511218714862,0.03214736713480225,-0.012688604745150472,0.004927399076806627,0.018595411988969707,0.022851423261301088,0.03420408810516179,0.1961851796417882,-1.109106002404365,1.1100696797060494,-0.10773294925114685,-0.03105007164384467,-0.12496958124629436,-0.017508097913086114,0.12225881124098367,0.012094573337197767,-0.06719270797353664,-0.07881829053673435,0.011868250399771652,0.015567748030377027,-0.1015488493025745,-0.030571836590256043,0.05763058291033264,-0.03546859741625558,0.17455428673939258,-0.18613576818072275,0.17519552158095797,-2.9050000000000002,8.645101540834611
54,-13.3450202978746,2.8552793495747,22.0791984112803,21.6361629128574,20.8225490943456,36.2875419594432,19.0206785144962,-10.2699125773876,5.65542571973535,33.375269395933,68.8573409614649,95.5842004111602,71.9313712357367,58.6970547578298,46.1157944241964,33.5789264078345,33.1748043053339,38.1875480453028,43.4220623431943,55.2119526395559,68.0138743832166,52.0914890465983,36.2108324561146,19.7953329382304,3.15561193183944,16.802940209608,94.3655603250875,142.924576543436,633.155094508301,433.47351098421,215.321247879285,207.825930190346,200.663838387719,192.250407950257,180.559389056943,168.240236057959,155.356067727934,148.003569463249,149.765381217871,149.643182431749,136.774954313531,136.44241428183,265.020168322,258.515799371159,232.882914629014,-0.06879194983400051,-0.029706828300673456,0.1457132404367369,-0.11216856692186236,0.0025062313379375406,0.0930845064772476,-0.051559008528343366,0.055490439451987825,-0.022219063621156703,-0.07685126426027676,0.14191697876639311,-0.01814377351709157,-0.09786313849064827,-0.0014451673788222457,0.06730872428415514,0.02841531427207287,-0.013085643019756923,-0.013507183807762758,0.09773692309153023,0.012960648889554194,-0.07674322366769974,-0.04831207334694303,-0.019795949167653076,0.06044310391382792,0.10600476068314048,0.093855969791585,0.022331327782720893,-0.1092123353895267,0.3737659511118294,-0.6282656843266556,0.2362031809217847,0.1502312021996999,0.01733893116323358,-0.16443609788546948,0.10061866270621765,0.026710838271959848,0.01768106528271111,-0.08710642945756586,0.055634344431037465,-0.03816262127480107,0.0032778858098860635,-0.0008293331120833237,-0.02370695263423629,0.02846627317060623,-0.014810588392719337,0.22888888888888914,25.1623745800809
55,-14.353236110415,-6.59187980588053,4.26611959567636,-5.66262823655928,-20.4157892622079,13.1987213221963,0.227316070593008,2.99709116950119,22.3854645543215,36.4593195856857,54.9045760469691,69.1543509448927,59.4846102619587,52.313993709896,45.7106071907256,39.7811774467654,46.2773023187862,61.381979760945,76.1356975963083,83.5807047974253,91.8498700984012,70.7511171016903,49.5893440095635,28.7358910703618,8.21522890573903,20.878703253711,65.5318825839398,97.0011475476462,433.47351098421,364.738905606943,265.709710259022,254.50045848245,242.979360564686,227.427839872863,207.639468193755,188.885809249457,169.976768209799,159.471922617645,154.727361545588,136.002388852246,119.67596932719,109.991589641556,238.92506729911,222.895387569222,198.619878922885,0.16551674293126975,0.05373171006359838,-0.1893604167144,0.1571266208951149,0.011477759607193933,-0.2480355152780335,0.05544758360395445,-0.003639653342599715,0.06387784627325427,0.15125237721943074,-0.2953362331071323,-0.12481051219205769,0.20079109681158597,0.03177345530827627,-0.09689040374440062,-0.017865769273322,0.05104035265273129,0.026630676689088063,-0.13605617494006952,-0.028779079584713034,0.08566118589959708,0.06309339853497344,0.04025723895222001,-0.09522913287948191,-0.2025744062493115,-0.21853180967696106,0.14183195852377464,-0.028300584246403762,-0.6275628911739555,1.3593087840963851,-0.44145587898578315,-0.3636926277427262,-0.08836737752309844,0.2396805313472865,-0.1563709780861655,-0.0011760492360691798,-0.08106715156803715,0.1769723996546787,-0.030879821746411355,0.10309629475452052,-0.015797607939646467,-0.04837229759610162,-0.005000819203093463,0.00016743265185863477,-0.03946108332319464,-4.655940170940171,19.097876992140865
56,22.2673547128935,17.7404441256228,16.3534327844226,-6.93077202852444,-40.3896266282456,-10.0906303834493,-3.57751833812556,16.7315293739979,34.7769143544456,34.0280686343152,34.4570983918443,34.3398149895209,38.2094579462607,38.5412373101701,39.4172800710633,41.7840487354022,56.5826215984373,78.0052007786296,98.686714118094,102.262923495933,106.523335080903,81.3414224474514,56.0210297735914,31.6597172094063,8.0147592747586,20.5490763345847,36.9724729406285,54.0571094503435,215.321247879285,265.709710259022,294.318109926546,281.68441056692,268.113070033039,248.044539093965,223.146833019265,200.530180730042,178.043004881731,165.53049480828,156.180265657337,121.585612657942,102.699885804291,86.5234113719524,211.530445704929,186.872102193767,161.606811431502,0.14937006292809246,0.01787366616087179,-0.35515232664381907,0.05025377957843131,0.0959180133076775,-0.05815358370705594,-0.04107093447244951,0.22023249325658076,0.06822489838928313,-0.32418467735638684,0.2105995039623351,0.10280741171300925,-0.16671185399108898,-0.019284187616862136,0.13725566809679332,0.05514252721684976,-0.05900146681513217,-0.04448986762086827,0.010904869522910525,-0.04140603517669725,-0.19508328225819788,-0.05075233031510632,0.06912721032680569,0.10617232986370323,0.02545858209799087,0.1191809117796801,-0.04201563593625663,-0.09608787094049494,0.2304261615081095,-0.44419859346511054,2.1565866093730834,-1.9466203248810816,-0.41103731533947807,0.12698829171931228,0.2536197079631912,0.16353462773621036,0.014389582913508885,0.04567778731728099,0.06119907064614647,-0.09901080079868216,-0.1626487381098919,0.26448697978022984,-0.17297157063871701,0.08204978183263907,0.03147771238453696,-8.36576923076923,17.155410514661128
